"Product__c","Min_Year_Value__c","Active__c","Upfront_Commission__c","Max_Year_Value__c","Name","Trail_Commission__c"
"a342000000005TrAAI","0.0","true","0.0","0.0","COMM-000495","0.0"
"a342000000005TsAAI","0.0","true","0.0","0.0","COMM-000496","0.0"
"a342000000005TtAAI","0.0","true","0.9","0.0","COMM-000497","0.0"
"a342000000005TuAAI","0.0","true","0.0","0.0","COMM-000498","0.0"
"a342000000005QpAAI","0.0","true","0.5","0.0","COMM-000057","0.0"
"a342000000005QqAAI","0.0","true","0.0","0.0","COMM-000058","0.05"
"a342000000005QrAAI","0.0","true","0.9","0.0","COMM-000059","0.35"
"a342000000005QsAAI","0.0","true","0.8","0.0","COMM-000060","0.0"
"a342000000005QtAAI","0.0","true","0.8","0.0","COMM-000061","0.0"
"a342000000005QuAAI","0.0","true","0.0","0.0","COMM-000062","0.9"
"a342000000005QvAAI","0.0","true","0.0","0.0","COMM-000063","0.9"
"a342000000005QwAAI","0.0","true","0.0","0.0","COMM-000064","0.9"
"a342000000005QxAAI","0.0","false","0.0","0.0","COMM-000065","1.4"
"a342000000005QxAAI","0.0","true","3.25","0.0","COMM-000066","0.0"
"a342000000005QyAAI","0.0","true","0.9","0.0","COMM-000067","0.35"
"a342000000005QzAAI","0.0","true","0.9","0.0","COMM-000068","0.35"
"a342000000005R0AAI","0.0","true","0.9","0.0","COMM-000069","0.35"
"a342000000005R1AAI","0.0","true","0.9","0.0","COMM-000070","0.35"
"a342000000005R2AAI","0.0","true","0.55","0.0","COMM-000071","0.35"
"a342000000005R3AAI","0.0","true","0.5","0.0","COMM-000072","0.75"
"a342000000005R4AAI","0.0","true","0.0","0.0","COMM-000073","0.75"
"a342000000005R5AAI","0.0","true","0.5","0.0","COMM-000074","0.75"
"a342000000005R6AAI","0.0","false","0.75","0.0","COMM-000075","0.0"
"a342000000005R7AAI","0.0","true","0.85","0.0","COMM-000076","0.4"
"a342000000005R8AAI","0.0","false","0.0","0.0","COMM-000077","0.3"
"a342000000005R8AAI","0.0","true","0.0","0.0","COMM-000078","0.3"
"a342000000005R9AAI","0.0","true","0.0","0.0","COMM-000079","0.75"
"a342000000005RAAAY","0.0","true","0.0","0.0","COMM-000080","0.1"
"a342000000005RBAAY","0.0","false","0.85","0.0","COMM-000081","0.4"
"a342000000005RBAAY","0.0","true","2.1","0.0","COMM-000082","0.0"
"a342000000005RCAAY","0.0","true","0.5","0.0","COMM-000083","0.75"
"a342000000005RDAAY","0.0","true","0.75","0.0","COMM-000084","0.4"
"a342000000005REAAY","0.0","true","1.15","0.0","COMM-000085","0.0"
"a342000000005RFAAY","0.0","true","1","0.0","COMM-000086","0.0"
"a342000000005RGAAY","0.0","true","0.5","0.0","COMM-000087","0.75"
"a342000000005RHAAY","0.0","true","3","0.0","COMM-000088","0.0"
"a342000000005RIAAY","0.0","true","0.5","0.0","COMM-000089","0.75"
"a342000000005RJAAY","0.0","true","0.0","0.0","COMM-000090","0.6"
"a342000000005RKAAY","0.0","true","0.45","0.0","COMM-000091","0.55"
"a342000000005RLAAY","0.0","true","0.45","0.0","COMM-000092","0.55"
"a342000000005QAAAY","0.0","true","1.25","0.0","COMM-000016","0.0"
"a342000000005QBAAY","0.0","true","1","0.0","COMM-000017","0.5"
"a342000000005QCAAY","0.0","true","0.0","0.0","COMM-000018","0.05"
"a342000000005QDAAY","0.0","true","0.75","0.0","COMM-000019","0.45"
"a342000000005QEAAY","0.0","true","0.0","0.0","COMM-000020","0.55"
"a342000000005QFAAY","0.0","true","0.75","0.0","COMM-000021","0.45"
"a342000000005QGAAY","0.0","true","0.5","0.0","COMM-000022","0.0"
"a342000000005QHAAY","0.0","true","0.75","0.0","COMM-000023","0.45"
"a342000000005QIAAY","0.0","true","0.75","0.0","COMM-000024","0.45"
"a342000000005QJAAY","0.0","true","0.75","0.0","COMM-000025","0.45"
"a342000000005QKAAY","0.0","true","0.75","0.0","COMM-000026","0.45"
"a342000000005QLAAY","0.0","true","0.5","0.0","COMM-000027","0.0"
"a342000000005QMAAY","0.0","true","0.24","0.0","COMM-000028","0.0"
"a342000000005QNAAY","0.0","true","0.0","0.0","COMM-000029","0.04"
"a342000000005QOAAY","0.0","true","0.0","0.0","COMM-000030","0.04"
"a342000000005QPAAY","0.0","true","0.75","0.0","COMM-000031","0.45"
"a342000000005QQAAY","0.0","true","0.5","0.0","COMM-000032","0.85"
"a342000000005QRAAY","0.0","true","0.5","0.0","COMM-000033","0.85"
"a342000000005QSAAY","0.0","true","1.25","0.0","COMM-000034","0.0"
"a342000000005QTAAY","0.0","true","0.5","0.0","COMM-000035","0.85"
"a342000000005QUAAY","0.0","true","0.0","0.0","COMM-000036","0.7"
"a342000000005QVAAY","0.0","true","0.5","0.0","COMM-000037","0.85"
"a342000000005QWAAY","0.0","true","0.7","0.0","COMM-000038","0.0"
"a342000000005QXAAY","0.0","true","0.5","0.0","COMM-000039","0.85"
"a342000000005QYAAY","0.0","true","4.5","0.0","COMM-000040","0.0"
"a342000000005QZAAY","0.0","true","0.5","0.0","COMM-000041","0.85"
"a342000000005QaAAI","0.0","false","0.4","0.0","COMM-000042","0.0"
"a342000000005QbAAI","0.0","true","0.5","0.0","COMM-000043","0.6"
"a342000000005QcAAI","0.0","true","0.0","0.0","COMM-000044","0.6"
"a342000000005QdAAI","0.0","true","0.9","0.0","COMM-000045","0.6"
"a342000000005QeAAI","0.0","true","1.3","0.0","COMM-000046","0.0"
"a342000000005QfAAI","0.0","true","0.55","0.0","COMM-000047","0.6"
"a342000000005QgAAI","0.0","true","0.55","0.0","COMM-000048","0.6"
"a342000000005QhAAI","0.0","true","0.55","0.0","COMM-000049","0.6"
"a342000000005RMAAY","0.0","true","0.0","0.0","COMM-000093","0.6"
"a342000000005RNAAY","0.0","true","0.4","0.0","COMM-000094","0.4"
"a342000000005ROAAY","0.0","true","0.0","0.0","COMM-000095","0.04"
"a342000000005RPAAY","0.0","true","0.45","0.0","COMM-000096","0.55"
"a342000000005RQAAY","0.0","true","0.45","0.0","COMM-000097","0.55"
"a342000000005RRAAY","0.0","true","0.45","0.0","COMM-000098","0.55"
"a342000000005RSAAY","0.0","true","2.1","0.0","COMM-000099","0.0"
"a342000000005RTAAY","0.0","true","0.45","0.0","COMM-000100","0.55"
"a342000000005RUAAY","0.0","true","0.75","0.0","COMM-000101","0.75"
"a342000000005RVAAY","0.0","true","0.75","0.0","COMM-000102","0.75"
"a342000000005RWAAY","0.0","true","0.75","0.0","COMM-000103","0.75"
"a342000000005RXAAY","0.0","true","0.0","0.0","COMM-000104","0.05"
"a342000000005RYAAY","0.0","true","0.6","0.0","COMM-000105","0.0"
"a342000000005RZAAY","0.0","true","0.75","0.0","COMM-000106","0.4"
"a342000000005RaAAI","0.0","true","0.02","0.0","COMM-000107","0.0"
"a342000000005RbAAI","0.0","true","1","0.0","COMM-000108","0.0"
"a342000000005RcAAI","0.0","true","3.25","0.0","COMM-000109","0.0"
"a342000000005RdAAI","0.0","true","0.0","0.0","COMM-000110","0.75"
"a342000000005ReAAI","0.0","true","0.0","0.0","COMM-000111","0.75"
"a342000000005RfAAI","0.0","true","0.5","0.0","COMM-000112","0.75"
"a342000000005RgAAI","0.0","true","0.5","0.0","COMM-000113","0.75"
"a342000000005RhAAI","0.0","true","0.4","0.0","COMM-000114","0.45"
"a342000000005RiAAI","0.0","true","0.4","0.0","COMM-000115","0.35"
"a342000000005RjAAI","0.0","true","0.0","0.0","COMM-000116","0.32"
"a342000000005RkAAI","0.0","true","0.4","0.0","COMM-000117","0.45"
"a342000000005RmAAI","0.0","true","3.25","0.0","COMM-000119","0.0"
"a342000000005RnAAI","0.0","true","0.5","0.0","COMM-000120","0.5"
"a342000000005RoAAI","0.0","false","0.5","0.0","COMM-000121","1.5"
"a342000000005RoAAI","0.0","true","0.75","0.0","COMM-000122","0.7"
"a342000000005RpAAI","0.0","true","0.6","0.0","COMM-000124","0.0"
"a342000000005RqAAI","0.0","true","0.0","0.0","COMM-000125","0.25"
"a342000000005RrAAI","0.0","true","0.5","0.0","COMM-000126","0.4"
"a342000000005RsAAI","0.0","true","0.9","0.0","COMM-000127","0.5"
"a342000000005RtAAI","0.0","true","0.7","0.0","COMM-000128","0.0"
"a342000000005RuAAI","0.0","true","0.9","0.0","COMM-000129","0.5"
"a342000000005RvAAI","0.0","true","0.0","0.0","COMM-000130","0.6"
"a342000000005RwAAI","0.0","true","0.0","0.0","COMM-000131","0.35"
"a342000000005RxAAI","0.0","true","1.05","0.0","COMM-000132","0.3"
"a342000000005RyAAI","0.0","true","0.75","0.0","COMM-000133","0.4"
"a342000000005RzAAI","0.0","true","3.8","0.0","COMM-000134","0.0"
"a342000000005S0AAI","0.0","true","1.05","0.0","COMM-000135","0.0"
"a342000000005S1AAI","0.0","true","0.7","0.0","COMM-000136","0.35"
"a342000000005S2AAI","0.0","true","0.7","0.0","COMM-000137","0.35"
"a342000000005S3AAI","0.0","true","0.65","0.0","COMM-000138","0.0"
"a342000000005S4AAI","0.0","true","3.75","0.0","COMM-000139","0.0"
"a342000000005S5AAI","0.0","true","0.7","0.0","COMM-000140","0.35"
"a342000000005S6AAI","0.0","true","0.5","0.0","COMM-000141","0.5"
"a342000000005S7AAI","0.0","true","0.5","0.0","COMM-000142","0.5"
"a342000000005S8AAI","0.0","true","3","0.0","COMM-000143","0.0"
"a342000000005S9AAI","0.0","true","0.75","0.0","COMM-000144","0.45"
"a342000000005SAAAY","0.0","true","0.75","0.0","COMM-000145","0.45"
"a342000000005SBAAY","0.0","true","0.0","0.0","COMM-000146","0.04"
"a342000000005RlAAI","0.0","true","0.4","0.0","COMM-000118","0.35"
"a342000000005SCAAY","0.0","false","0.75","0.0","COMM-000147","0.5"
"a342000000005SCAAY","0.0","true","0.55","0.0","COMM-000148","0.3"
"a342000000005SDAAY","0.0","true","0.75","0.0","COMM-000149","0.5"
"a342000000005SEAAY","0.0","true","0.55","0.0","COMM-000150","0.3"
"a342000000005SFAAY","0.0","true","19","0.0","COMM-000151","0.0"
"a342000000005SGAAY","0.0","true","19","0.0","COMM-000152","0.0"
"a342000000005SHAAY","0.0","true","20","0.0","COMM-000153","0.0"
"a342000000005SIAAY","0.0","true","20","0.0","COMM-000154","0.0"
"a342000000005SJAAY","0.0","true","20","0.0","COMM-000155","0.0"
"a342000000005SKAAY","0.0","true","20","0.0","COMM-000156","0.0"
"a342000000005SLAAY","0.0","true","20","0.0","COMM-000157","0.0"
"a342000000005SMAAY","0.0","true","20","0.0","COMM-000158","0.0"
"a342000000005SNAAY","0.0","true","20","0.0","COMM-000159","0.0"
"a342000000005SOAAY","0.0","true","10","10","COMM-000160","0.0"
"a342000000005SPAAY","0.0","false","33","0.0","COMM-000161","0.0"
"a342000000005SQAAY","0.0","true","20","0.0","COMM-000162","0.0"
"a342000000005SRAAY","0.0","true","18","0.0","COMM-000163","0.0"
"a342000000005SSAAY","0.0","true","18","0.0","COMM-000164","0.0"
"a342000000005QiAAI","0.0","true","0.55","0.0","COMM-000050","0.6"
"a342000000005QjAAI","0.0","true","0.55","0.0","COMM-000051","0.6"
"a342000000005QkAAI","0.0","true","3.75","0.0","COMM-000052","0.0"
"a342000000005QlAAI","0.0","true","0.55","0.0","COMM-000053","0.6"
"a342000000005QmAAI","0.0","true","0.55","0.0","COMM-000054","0.6"
"a342000000005QnAAI","0.0","true","0.0","0.0","COMM-000055","0.9"
"a342000000005QoAAI","0.0","true","0.0","0.0","COMM-000056","0.9"
"a342000000005SqAAI","0.0","true","0.0","0.0","COMM-000188","0.0"
"a342000000005SrAAI","0.0","true","0.75","0.0","COMM-000189","0.45"
"a342000000005SsAAI","0.0","true","0.75","0.0","COMM-000190","0.45"
"a342000000005StAAI","0.0","true","0.32","0.0","COMM-000191","0.65"
"a342000000005SuAAI","0.0","true","0.75","0.0","COMM-000192","0.45"
"a342000000005SvAAI","0.0","true","0.75","0.0","COMM-000193","0.45"
"a342000000005SwAAI","0.0","true","1.05","0.0","COMM-000194","0.35"
"a342000000005SxAAI","0.0","true","0.0","0.0","COMM-000195","0.35"
"a342000000005SyAAI","0.0","true","1.15","0.0","COMM-000196","0.0"
"a342000000005SzAAI","0.0","true","0.0","0.0","COMM-000197","0.0"
"a342000000005T0AAI","0.0","true","0.45","0.0","COMM-000198","0.55"
"a342000000005T1AAI","0.0","true","0.0","0.0","COMM-000199","1.4"
"a342000000005STAAY","0.0","true","18","0.0","COMM-000165","0.0"
"a342000000005SUAAY","0.0","true","18","0.0","COMM-000166","0.0"
"a342000000005SVAAY","0.0","true","18","0.0","COMM-000167","0.0"
"a342000000005SWAAY","0.0","true","18","0.0","COMM-000168","0.0"
"a342000000005SXAAY","0.0","true","18","0.0","COMM-000169","0.0"
"a342000000005SYAAY","0.0","true","18","0.0","COMM-000170","0.0"
"a342000000005SZAAY","0.0","true","18","0.0","COMM-000171","0.0"
"a342000000005SaAAI","0.0","true","18","0.0","COMM-000172","0.0"
"a342000000005SbAAI","0.0","true","18","0.0","COMM-000173","0.0"
"a342000000005ScAAI","0.0","true","0.0","0.0","COMM-000174","0.0"
"a342000000005SdAAI","0.0","true","0.0","0.0","COMM-000175","0.0"
"a342000000005SeAAI","0.0","true","20","0.0","COMM-000176","0.0"
"a342000000005SfAAI","0.0","true","0.0","0.0","COMM-000177","0.0"
"a342000000005SgAAI","0.0","true","0.0","0.0","COMM-000178","0.0"
"a342000000005ShAAI","0.0","true","0.5","0.0","COMM-000179","0.4"
"a342000000005SiAAI","0.0","true","0.5","0.0","COMM-000180","0.4"
"a342000000005SjAAI","0.0","true","0.6","0.0","COMM-000181","0.0"
"a342000000005SkAAI","0.0","true","0.5","0.0","COMM-000182","0.4"
"a342000000005SlAAI","0.0","true","0.5","0.0","COMM-000183","0.4"
"a342000000005SmAAI","0.0","true","0.5","0.0","COMM-000184","0.4"
"a342000000005SnAAI","0.0","true","0.16","0.0","COMM-000185","0.0"
"a342000000005SoAAI","0.0","true","0.5","0.0","COMM-000186","0.4"
"a342000000005SpAAI","0.0","true","0.75","0.0","COMM-000187","0.45"
"a342000000005T2AAI","0.0","true","0.0","0.0","COMM-000200","0.6"
"a342000000005T3AAI","0.0","true","0.0","0.0","COMM-000201","1.4"
"a342000000005T4AAI","0.0","true","0.0","0.0","COMM-000202","0.85"
"a342000000005PwAAI","0.0","false","1.25","0.0","COMM-000001","0.5"
"a342000000005PwAAI","0.0","true","0.9","0.0","COMM-000002","0.45"
"a342000000005PxAAI","0.0","true","0.05","0.0","COMM-000003","0.0"
"a342000000005PyAAI","0.0","true","0.0","0.0","COMM-000004","0.1"
"a342000000005PzAAI","0.0","true","0.0","0.0","COMM-000005","0.9"
"a342000000005Q0AAI","0.0","true","1.25","0.0","COMM-000006","0.5"
"a342000000005Q1AAI","0.0","true","0.8","0.0","COMM-000007","0.4"
"a342000000005Q2AAI","0.0","true","0.0","0.0","COMM-000008","0.08"
"a342000000005Q3AAI","0.0","false","0.8","0.0","COMM-000009","0.4"
"a342000000005Q4AAI","0.0","true","0.0","0.0","COMM-000010","0.08"
"a342000000005Q5AAI","0.0","true","1","0.0","COMM-000011","0.5"
"a342000000005Q6AAI","0.0","true","0.5","0.0","COMM-000012","0.0"
"a342000000005Q7AAI","0.0","true","1","0.0","COMM-000013","0.5"
"a342000000005Q8AAI","0.0","true","0.4","0.0","COMM-000014","0.0"
"a342000000005Q9AAI","0.0","true","1","0.0","COMM-000015","0.5"
"a342000000005QaAAI","0.0","true","0.5","0.0","COMM-000598","0.0"
"a342000000005SPAAY","0.0","true","22","60","COMM-000549","0.0"
"a342000000005Q3AAI","0.0","true","0.0","0.0","COMM-000597","1.25"
"a342000000005wJAAQ","0.0","true","31","60","COMM-000550","0.0"
"a342000000005wOAAQ","10","true","27","60","COMM-000554","0.0"
"a342000000005SOAAY","15","true","32","60","COMM-000552","0.0"
"a342000000005R6AAI","0.0","true","0.75","0.0","COMM-000599","0.0"
"a342000000005wOAAQ","5","true","13.5","10","COMM-000553","0.0"
"a342000000005xHAAQ","0.0","true","0.0","0.0","COMM-000564","0.05"
"a342000000005xIAAQ","0.0","true","0.0","0.0","COMM-000565","0.1"
"a342000000005xJAAQ","0.0","true","1","0.0","COMM-000566","0.5"
"a342000000005xKAAQ","0.0","true","0.25","0.0","COMM-000567","0.25"
"a342000000005xLAAQ","0.0","true","0.0","0.0","COMM-000568","0.0"
"a342000000005xMAAQ","0.0","true","1","0.0","COMM-000569","0.5"
"a342000000005xNAAQ","0.0","true","1.25","0.0","COMM-000570","0.0"
"a342000000005xOAAQ","0.0","true","0.0","0.0","COMM-000571","0.7"
"a342000000005xPAAQ","0.0","true","2.75","0.0","COMM-000572","0.0"
"a342000000005xQAAQ","0.0","true","0.0","0.0","COMM-000573","0.9"
"a342000000005xRAAQ","0.0","true","0.0","0.0","COMM-000574","0.05"
"a342000000005xSAAQ","0.0","true","0.0","0.0","COMM-000575","0.75"
"a342000000005xTAAQ","0.0","true","0.0","0.0","COMM-000576","0.75"
"a342000000005xUAAQ","0.0","true","3","0.0","COMM-000577","0.0"
"a342000000005xVAAQ","0.0","true","0.0","0.0","COMM-000578","0.0"
"a342000000005xWAAQ","0.0","true","1","0.0","COMM-000579","0.0"
"a342000000005xXAAQ","0.0","true","0.75","0.0","COMM-000580","0.4"
"a342000000005xYAAQ","0.0","true","1","0.0","COMM-000581","0.0"
"a342000000005xZAAQ","0.0","true","0.0","0.0","COMM-000582","0.0"
"a342000000005xaAAA","0.0","true","0.0","0.0","COMM-000583","0.04"
"a342000000005xbAAA","0.0","true","0.75","0.0","COMM-000584","0.4"
"a342000000005xcAAA","0.0","true","4.5","0.0","COMM-000585","0.0"
"a342000000005xdAAA","0.0","true","0.0","0.0","COMM-000586","0.4"
"a342000000005xeAAA","0.0","true","0.0","0.0","COMM-000587","1.25"
"a342000000005xfAAA","0.0","true","0.0","0.0","COMM-000588","0.0"
"a342000000005xgAAA","0.0","true","0.5","0.0","COMM-000589","0.5"
"a342000000005xhAAA","0.0","true","0.0","0.0","COMM-000590","0.7"
"a342000000005xiAAA","0.0","true","0.0","0.0","COMM-000591","0.0"
"a342000000005xjAAA","0.0","true","0.8","0.0","COMM-000592","0.5"
"a342000000005xkAAA","0.0","true","0.75","0.0","COMM-000593","0.45"
"a342000000005xlAAA","0.0","true","0.75","0.0","COMM-000594","0.45"
"a342000000005xmAAA","0.0","true","0.0","0.0","COMM-000595","0.8"
"a342000000005xnAAA","0.0","true","0.5","0.0","COMM-000596","0.0"
"a342000000005SOAAY","10","true","21","15","COMM-000551","0.0"
